file_id,section_id,local_readme_file,heading_markdown,section_code
8,1,All-Fel.startbootstrap-sb-admin-2.md,# [Start Bootstrap](http://startbootstrap.com/) - [SB Admin 2](http://startbootstrap.com/template-overviews/sb-admin-2/),1
8,2,All-Fel.startbootstrap-sb-admin-2.md,## Getting Started,3
8,3,All-Fel.startbootstrap-sb-admin-2.md,## Using the Source Files,3
8,4,All-Fel.startbootstrap-sb-admin-2.md,## Bugs and Issues,"6,7"
8,5,All-Fel.startbootstrap-sb-admin-2.md,## Creator,"5,6"
8,6,All-Fel.startbootstrap-sb-admin-2.md,## Copyright and License,5
9,1,alt-blog.alt-blog.github.io.md,# Jekyll Now,"1,3"
9,2,alt-blog.alt-blog.github.io.md,## Quick Start,3
9,3,alt-blog.alt-blog.github.io.md,### Step 1) Fork Jekyll Now to your User Repository,3
9,4,alt-blog.alt-blog.github.io.md,### Step 2) Customize and view your site,3
9,5,alt-blog.alt-blog.github.io.md,### Step 3) Publish your first blog post,3
9,6,alt-blog.alt-blog.github.io.md,## Local Development,3
9,7,alt-blog.alt-blog.github.io.md,## Moar!,6
9,8,alt-blog.alt-blog.github.io.md,## Jekyll Now Features,1
9,9,alt-blog.alt-blog.github.io.md,## Questions?,"5,6"
9,10,alt-blog.alt-blog.github.io.md,## Other forkable themes,6
9,11,alt-blog.alt-blog.github.io.md,## Credits,5
9,12,alt-blog.alt-blog.github.io.md,## Contributing,7
10,1,andrevinsky.iRate.md,## Purpose,1
10,2,andrevinsky.iRate.md,## Supported OS & SDK Versions,4
10,3,andrevinsky.iRate.md,## ARC Compatibility,3
10,4,andrevinsky.iRate.md,## Thread Safety,1
10,5,andrevinsky.iRate.md,## Installation,3
10,6,andrevinsky.iRate.md,## Configuration,3
10,7,andrevinsky.iRate.md,## Advanced properties,"3,6"
10,8,andrevinsky.iRate.md,## Methods,3
10,9,andrevinsky.iRate.md,## Delegate methods,3
10,10,andrevinsky.iRate.md,## Localisation,"3,6"
10,11,andrevinsky.iRate.md,## Example Projects,3
10,12,andrevinsky.iRate.md,## Advanced Example,3
11,1,andzi.scihub.md,# Analyses for the Sci-Hub Coverage Study,
11,2,andzi.scihub.md,## Repository structure,1
11,3,andzi.scihub.md,## Environment,3
11,4,andzi.scihub.md,## Code Review,1
11,5,andzi.scihub.md,## Acknowledgements,5
12,1,anudeepsharma.compute-java-manage-virtual-machine-using-vm-extensions.md,## author: selvasingh,
12,2,anudeepsharma.compute-java-manage-virtual-machine-using-vm-extensions.md,#Getting Started with Compute - Manage Virtual Machine Extension - in Java #,"3,6"
12,3,anudeepsharma.compute-java-manage-virtual-machine-using-vm-extensions.md,## Running this Sample ##,"3,6"
12,4,anudeepsharma.compute-java-manage-virtual-machine-using-vm-extensions.md,## More information ##,"5,6"
13,1,Armaggoth.SitecoreHelixVSTemplates.md,# Sitecore Helix Visual Studio Project Templates with TDS,"1,4,5"
14,1,Arthur31.float.md,# float,
14,2,Arthur31.float.md,#####Things you'll need for this to run:,"3,4"
14,3,Arthur31.float.md,#####TODOs/Upcoming Wishlisted Features,4
14,4,Arthur31.float.md,######Licensing,5
15,1,ATechWriter.p2.md,# The Jabberwocky Password Generator,3
15,2,ATechWriter.p2.md,## Links,6
15,3,ATechWriter.p2.md,## Notes,3
15,4,ATechWriter.p2.md,## Citations,3
16,1,audreyso.cordova-plugin-device.md,## description: Get device information.,1
16,2,audreyso.cordova-plugin-device.md,# license: Licensed to the Apache Software Foundation (ASF) under one,5
16,3,audreyso.cordova-plugin-device.md,#         or more contributor license agreements.  See the NOTICE file,"5,7"
16,4,audreyso.cordova-plugin-device.md,#         distributed with this work for additional information,6
16,5,audreyso.cordova-plugin-device.md,#         regarding copyright ownership.  The ASF licenses this file,5
16,6,audreyso.cordova-plugin-device.md,"#         to you under the Apache License, Version 2.0 (the",
16,7,audreyso.cordova-plugin-device.md,"#         ""License""); you may not use this file except in compliance",5
16,8,audreyso.cordova-plugin-device.md,#         with the License.  You may obtain a copy of the License at,"-,5"
16,9,audreyso.cordova-plugin-device.md,#           http://www.apache.org/licenses/LICENSE-2.0,"-,5"
16,10,audreyso.cordova-plugin-device.md,"#         Unless required by applicable law or agreed to in writing,","-,3"
16,11,audreyso.cordova-plugin-device.md,#         software distributed under the License is distributed on an,"-,5"
16,12,audreyso.cordova-plugin-device.md,"#         ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY",-
16,13,audreyso.cordova-plugin-device.md,"#         KIND, either express or implied.  See the License for the",-
16,14,audreyso.cordova-plugin-device.md,#         specific language governing permissions and limitations,"-,3"
16,15,audreyso.cordova-plugin-device.md,#         under the License.,5
16,16,audreyso.cordova-plugin-device.md,# cordova-plugin-device,"3,6"
16,17,audreyso.cordova-plugin-device.md,## Installation,"3,6"
16,18,audreyso.cordova-plugin-device.md,## Properties,"-,3,6"
16,19,audreyso.cordova-plugin-device.md,## device.cordova,3
16,20,audreyso.cordova-plugin-device.md,### Supported Platforms,"1,3"
16,21,audreyso.cordova-plugin-device.md,## device.model,"3,6"
16,22,audreyso.cordova-plugin-device.md,### Supported Platforms,1
16,23,audreyso.cordova-plugin-device.md,### Quick Example,3
16,24,audreyso.cordova-plugin-device.md,### Android Quirks,3
16,25,audreyso.cordova-plugin-device.md,### Tizen Quirks,"3,6"
16,26,audreyso.cordova-plugin-device.md,### Windows Phone 7 and 8 Quirks,3
16,27,audreyso.cordova-plugin-device.md,## device.platform,"3,6"
16,28,audreyso.cordova-plugin-device.md,### Supported Platforms,1
16,29,audreyso.cordova-plugin-device.md,### Quick Example,3
16,30,audreyso.cordova-plugin-device.md,### Windows Phone 7 Quirks,3
16,31,audreyso.cordova-plugin-device.md,### Windows Phone 8 Quirks,3
16,32,audreyso.cordova-plugin-device.md,## device.uuid,3
16,33,audreyso.cordova-plugin-device.md,### Description,6
16,34,audreyso.cordova-plugin-device.md,### Supported Platforms,1
16,35,audreyso.cordova-plugin-device.md,### Quick Example,3
16,36,audreyso.cordova-plugin-device.md,### iOS Quirk,
16,37,audreyso.cordova-plugin-device.md,### OSX Quirk,-
16,38,audreyso.cordova-plugin-device.md,### Windows Phone 7 and 8 Quirks,3
16,39,audreyso.cordova-plugin-device.md,## device.version,"3,6"
16,40,audreyso.cordova-plugin-device.md,### Supported Platforms,1
16,41,audreyso.cordova-plugin-device.md,### Quick Example,3
16,42,audreyso.cordova-plugin-device.md,## device.manufacturer,"-,3,6"
16,43,audreyso.cordova-plugin-device.md,### Supported Platforms,"1,3"
16,44,audreyso.cordova-plugin-device.md,### Quick Example,3
16,45,audreyso.cordova-plugin-device.md,## device.isVirtual,3
16,46,audreyso.cordova-plugin-device.md,### Supported Platforms,1
16,47,audreyso.cordova-plugin-device.md,### OSX Quirk,3
16,48,audreyso.cordova-plugin-device.md,## device.serial,"3,6"
16,49,audreyso.cordova-plugin-device.md,### Supported Platforms,
17,1,aychedee.keteparaha.md,# Keteparaha,"1,4,5"
17,2,aychedee.keteparaha.md,## BrowserTestCase,"-,3"
17,3,aychedee.keteparaha.md,## HeadlessBrowserTestCase,3
17,4,aychedee.keteparaha.md,## Page,3
17,5,aychedee.keteparaha.md,## Email,"1,3"
17,6,aychedee.keteparaha.md,## Flow Control,1
18,1,barrycann.basketball-teams-react.md,## Table of Contents,"3,6"
18,2,barrycann.basketball-teams-react.md,## Updating to New Releases,3
18,3,barrycann.basketball-teams-react.md,## Sending Feedback,6
18,4,barrycann.basketball-teams-react.md,## Folder Structure,3
18,5,barrycann.basketball-teams-react.md,## Available Scripts,3
18,6,barrycann.basketball-teams-react.md,### `npm start`,3
18,7,barrycann.basketball-teams-react.md,### `npm test`,3
18,8,barrycann.basketball-teams-react.md,### `npm run build`,3
18,9,barrycann.basketball-teams-react.md,### `npm run eject`,3
18,10,barrycann.basketball-teams-react.md,## Syntax Highlighting in the Editor,"3,6"
18,11,barrycann.basketball-teams-react.md,## Displaying Lint Output in the Editor,3
18,12,barrycann.basketball-teams-react.md,## Installing a Dependency,3
18,13,barrycann.basketball-teams-react.md,## Importing a Component,"3,6"
18,14,barrycann.basketball-teams-react.md,### `Button.js`,3
18,15,barrycann.basketball-teams-react.md,### `DangerButton.js`,3
18,16,barrycann.basketball-teams-react.md,## Adding a Stylesheet,3
18,17,barrycann.basketball-teams-react.md,### `Button.css`,3
18,18,barrycann.basketball-teams-react.md,### `Button.js`,3
18,19,barrycann.basketball-teams-react.md,## Post-Processing CSS,3
18,20,barrycann.basketball-teams-react.md,## Adding Images and Fonts,3
18,21,barrycann.basketball-teams-react.md,## Using the `public` Folder,3
18,22,barrycann.basketball-teams-react.md,## Using Global Variables,3
18,23,barrycann.basketball-teams-react.md,## Adding Bootstrap,3
18,24,barrycann.basketball-teams-react.md,## Adding Flow,3
18,25,barrycann.basketball-teams-react.md,## Adding Custom Environment Variables,3
18,26,barrycann.basketball-teams-react.md,### Adding Temporary Environment Variables In Your Shell,3
18,27,barrycann.basketball-teams-react.md,#### Windows (cmd.exe),3
18,28,barrycann.basketball-teams-react.md,"#### Linux, OS X (Bash)",3
18,29,barrycann.basketball-teams-react.md,### Adding Development Environment Variables In `.env`,3
18,30,barrycann.basketball-teams-react.md,## Can I Use Decorators?,"3,6"
18,31,barrycann.basketball-teams-react.md,## Integrating with a Node Backend,3
18,32,barrycann.basketball-teams-react.md,## Proxying API Requests in Development,3
18,33,barrycann.basketball-teams-react.md,## Using HTTPS in Development,3
18,34,barrycann.basketball-teams-react.md,#### Windows (cmd.exe),3
18,35,barrycann.basketball-teams-react.md,"#### Linux, OS X (Bash)",3
18,36,barrycann.basketball-teams-react.md,## Generating Dynamic `<meta>` Tags on the Server,3
18,37,barrycann.basketball-teams-react.md,## Running Tests,3
18,38,barrycann.basketball-teams-react.md,### Filename Conventions,3
18,39,barrycann.basketball-teams-react.md,### Command Line Interface,3
18,40,barrycann.basketball-teams-react.md,### Version Control Integration,3
18,41,barrycann.basketball-teams-react.md,### Writing Tests,3
18,42,barrycann.basketball-teams-react.md,### Testing Components,3
18,43,barrycann.basketball-teams-react.md,### Using Third Party Assertion Libraries,3
18,44,barrycann.basketball-teams-react.md,### Initializing Test Environment,3
18,45,barrycann.basketball-teams-react.md,#### `src/setupTests.js`,3
18,46,barrycann.basketball-teams-react.md,### Focusing and Excluding Tests,3
18,47,barrycann.basketball-teams-react.md,### Coverage Reporting,3
18,48,barrycann.basketball-teams-react.md,### Continuous Integration,3
18,49,barrycann.basketball-teams-react.md,### On CI servers,"3,6"
18,50,barrycann.basketball-teams-react.md,#### Travis CI,"3,6"
18,51,barrycann.basketball-teams-react.md,### On your own environment,3
18,52,barrycann.basketball-teams-react.md,##### Windows (cmd.exe),3
18,53,barrycann.basketball-teams-react.md,"##### Linux, OS X (Bash)",3
18,54,barrycann.basketball-teams-react.md,### Disabling jsdom,3
18,55,barrycann.basketball-teams-react.md,### Experimental Snapshot Testing,3
18,56,barrycann.basketball-teams-react.md,### Editor Integration,3
18,57,barrycann.basketball-teams-react.md,## Developing Components in Isolation,"3,6"
18,58,barrycann.basketball-teams-react.md,## Making a Progressive Web App,3
18,59,barrycann.basketball-teams-react.md,## Deployment,3
18,60,barrycann.basketball-teams-react.md,### Serving Apps with Client-Side Routing,3
18,61,barrycann.basketball-teams-react.md,### Building for Relative Paths,3
18,62,barrycann.basketball-teams-react.md,### Firebase,"3,6"
18,63,barrycann.basketball-teams-react.md,### GitHub Pages,3
18,64,barrycann.basketball-teams-react.md,#### Step 1: Add `homepage` to `package.json`,3
18,65,barrycann.basketball-teams-react.md,#### Step 2: Install `gh-pages` and add `deploy` to `scripts` in `package.json`,3
18,66,barrycann.basketball-teams-react.md,#### Step 3: Deploy the site by running `npm run deploy`,3
18,67,barrycann.basketball-teams-react.md,#### Step 4: Ensure your project's settings use `gh-pages`,3
18,68,barrycann.basketball-teams-react.md,"#### Step 5: Optionally, configure the domain",3
18,69,barrycann.basketball-teams-react.md,#### Notes on client-side routing,3
18,70,barrycann.basketball-teams-react.md,### Heroku,"3,6"
18,71,barrycann.basketball-teams-react.md,### Modulus,"3,6"
18,72,barrycann.basketball-teams-react.md,## Netlify,3
18,73,barrycann.basketball-teams-react.md,### Now,"1,3"
18,74,barrycann.basketball-teams-react.md,### S3 and CloudFront,"1,3,6"
18,75,barrycann.basketball-teams-react.md,### Surge,3
18,76,barrycann.basketball-teams-react.md,## Troubleshooting,"3,6"
18,77,barrycann.basketball-teams-react.md,### `npm test` hangs on macOS Sierra,3
18,78,barrycann.basketball-teams-react.md,### `npm run build` silently fails,3
18,79,barrycann.basketball-teams-react.md,## Something Missing?,6
19,1,Binglin.MappingAce.md,## Usage,3
19,2,Binglin.MappingAce.md,### JSON -> Model,-
19,3,Binglin.MappingAce.md,##### Raw struct ,3
19,4,Binglin.MappingAce.md,##### Nested struct mapping,3
19,5,Binglin.MappingAce.md,###### Optional property,3
19,6,Binglin.MappingAce.md,##### Enum,3
19,7,Binglin.MappingAce.md,### Struct or class has default property value   ,3
19,8,Binglin.MappingAce.md,### Model -> JSON,3
19,9,Binglin.MappingAce.md,## Installation,"3,4"
19,10,Binglin.MappingAce.md,### Installation with CocoaPods,"-,3"
19,11,Binglin.MappingAce.md,#### Podfile,3
19,12,Binglin.MappingAce.md,### Installation with [Carthage](https://github.com/Carthage/Carthage),3
20,1,blackboard.LABjs.md,# LABjs (Loading And Blocking JavaScript),"1,3"
20,2,blackboard.LABjs.md,## Build Process,3
20,3,blackboard.LABjs.md,## Configuration,3
20,4,blackboard.LABjs.md,## Protocol-relative URLs,3
20,5,blackboard.LABjs.md,## New in v2.0,"3,6"
21,1,boazber1.chat-app.md,# ChatApp,4
21,2,boazber1.chat-app.md,## Development server,3
21,3,boazber1.chat-app.md,## Code scaffolding,3
21,4,boazber1.chat-app.md,## Build,3
21,5,boazber1.chat-app.md,## Running unit tests,3
21,6,boazber1.chat-app.md,## Running end-to-end tests,3
21,7,boazber1.chat-app.md,## Further help,6
22,1,brandonJY.Thinny.md,#Thinny - The Infinite's Nymphet,3
22,2,brandonJY.Thinny.md,###Attention,"6,7"
22,3,brandonJY.Thinny.md,##Installation,3
22,4,brandonJY.Thinny.md,##About,1
22,5,brandonJY.Thinny.md,##Demo,3
22,6,brandonJY.Thinny.md,##More information,6
22,7,brandonJY.Thinny.md,##Reporting issues,"6,7"
23,1,caivery.GiraffePlayer.md,# GiraffePlayer,3
23,2,caivery.GiraffePlayer.md,# features,1
23,3,caivery.GiraffePlayer.md,# how to import library,3
23,4,caivery.GiraffePlayer.md,## notice:,6
23,5,caivery.GiraffePlayer.md,# How to use ([example code](https://github.com/tcking/GiraffePlayer/blob/master/app/src/main/java/tcking/github/com/giraffeplayer/example/MainActivity.java)),3
23,6,caivery.GiraffePlayer.md,## case 1: only want to play a video fullscreen,3
23,7,caivery.GiraffePlayer.md,## case 2: embed a player in a layout,
23,8,caivery.GiraffePlayer.md,### step 1: include video layout in your layout xml file,3
23,9,caivery.GiraffePlayer.md,### step 2: new player and call `play`,3
23,10,caivery.GiraffePlayer.md,# API:,6
23,11,caivery.GiraffePlayer.md,# screencap,3
24,1,cancan101.react-native-push-notification.md,# React Native Push Notifications [![npm version](https://badge.fury.io/js/react-native-push-notification.svg)](http://badge.fury.io/js/react-native-push-notification),"1,3"
24,2,cancan101.react-native-push-notification.md,## Installation,3
24,3,cancan101.react-native-push-notification.md,## iOS Installation,-
24,4,cancan101.react-native-push-notification.md,## Android Installation,3
24,5,cancan101.react-native-push-notification.md,## Usage,3
24,6,cancan101.react-native-push-notification.md,## Handling Notifications,"3,6"
24,7,cancan101.react-native-push-notification.md,## Local and Schedule Notifications,3
24,8,cancan101.react-native-push-notification.md,## Sending Notification Data From Server,6
24,9,cancan101.react-native-push-notification.md,## iOS Only Methods,"3,6"
24,10,cancan101.react-native-push-notification.md,### TODO,4
25,1,cgravier.chef-logstash.md,"# <a name=""title""></a> chef-logstash [![Build Status](https://secure.travis-ci.org/lusis/chef-logstash.png?branch=master)](http://travis-ci.org/lusis/chef-logstash)",3
25,2,cgravier.chef-logstash.md,# Description,1
25,3,cgravier.chef-logstash.md,# Requirements,3
25,4,cgravier.chef-logstash.md,# Attributes,3
25,5,cgravier.chef-logstash.md,## Default,3
25,6,cgravier.chef-logstash.md,## Agent,3
25,7,cgravier.chef-logstash.md,## Server,3
25,8,cgravier.chef-logstash.md,## Kibana,1
25,9,cgravier.chef-logstash.md,## Beaver (alternative to Logstash Agent),"1,3"
25,10,cgravier.chef-logstash.md,## Source,3
25,11,cgravier.chef-logstash.md,## Index Cleaner,3
25,12,cgravier.chef-logstash.md,# Testing,3
25,13,cgravier.chef-logstash.md,## Vagrant,3
25,14,cgravier.chef-logstash.md,## Strainer,"-,3"
25,15,cgravier.chef-logstash.md,## Test-Kitchen + ServerSpec,3
25,16,cgravier.chef-logstash.md,# Contributing,7
25,17,cgravier.chef-logstash.md,# Usage,3
25,18,cgravier.chef-logstash.md,## Defaults,"3,6"
25,19,cgravier.chef-logstash.md,## Agent and Server configuration,3
25,20,cgravier.chef-logstash.md,## Source vs. Jar install methods,3
25,21,cgravier.chef-logstash.md,## Out of the box behaviour,3
25,22,cgravier.chef-logstash.md,## config templates,3
25,23,cgravier.chef-logstash.md,## Letting data drive your templates,1
25,24,cgravier.chef-logstash.md,### Legacy,"3,6"
25,25,cgravier.chef-logstash.md,### Conditional,3
25,26,cgravier.chef-logstash.md,### Examples,3
25,27,cgravier.chef-logstash.md,## Adding grok patterns,3
25,28,cgravier.chef-logstash.md,# Vagrant,3
25,29,cgravier.chef-logstash.md,## Requirements,3
25,30,cgravier.chef-logstash.md,## Usage:,3
25,31,cgravier.chef-logstash.md,# BIG WARNING,3
25,32,cgravier.chef-logstash.md,## License and Author,5
26,1,chaipat.bootstrap-calendar.md,# Bootstrap Calendar,1
26,2,chaipat.bootstrap-calendar.md,### Why?,1
26,3,chaipat.bootstrap-calendar.md,### Features,1
26,4,chaipat.bootstrap-calendar.md,## How to use,3
26,5,chaipat.bootstrap-calendar.md,### Install,3
26,6,chaipat.bootstrap-calendar.md,### Quick setup,3
26,7,chaipat.bootstrap-calendar.md,## Feed with events,3
26,8,chaipat.bootstrap-calendar.md,### Feed URL,"3,6"
26,9,chaipat.bootstrap-calendar.md,### Feed array,"3,6"
26,10,chaipat.bootstrap-calendar.md,### Feed function,"3,6"
26,11,chaipat.bootstrap-calendar.md,### PHP example,3
26,12,chaipat.bootstrap-calendar.md,## Usage warning.,3
26,13,chaipat.bootstrap-calendar.md,## Modal popup,"3,6"
26,14,chaipat.bootstrap-calendar.md,### Modal content source,"3,6"
26,15,chaipat.bootstrap-calendar.md,### Modal title,3
27,1,cobusbernard.docker-jenkins.md,# docker-jenkins,6
27,2,cobusbernard.docker-jenkins.md,## Usage,3
27,3,cobusbernard.docker-jenkins.md,### Persistent Configuration,"3,6"
27,4,cobusbernard.docker-jenkins.md,## Building,6
27,5,cobusbernard.docker-jenkins.md,## Author,5
27,6,cobusbernard.docker-jenkins.md,## LICENSE,5
28,1,Codeprh.social-oauth.md,# socialoauth,-
28,2,Codeprh.social-oauth.md,## Feature,1
28,3,Codeprh.social-oauth.md,## Supported sites,
28,4,Codeprh.social-oauth.md,## Contributors,5
28,5,Codeprh.social-oauth.md,## Install,3
28,6,Codeprh.social-oauth.md,## Example,3
28,7,Codeprh.social-oauth.md,##### \xe5\x88?始情况，首页\xe5?\xaa有一个 login 链接,-
28,8,Codeprh.social-oauth.md,##### 点击\xe5?\x8e，根\xe6?\xaesettings.py中的设置，显示\xe5?\xaf用的认\xe8\xaf?网站,-
28,9,Codeprh.social-oauth.md,##### 我用人人网\xe5\xb8?\xe5?\xb7进行测试，点击\xe5?\x8e，转到人人登录认\xe8\xaf?的界\xe9?\xa2,-
28,10,Codeprh.social-oauth.md,##### 认\xe8\xaf?完毕\xe5?\x8e，就会显示用户的\xe5??字和\xe5\xb0?头\xe5\x83?。,-
28,11,Codeprh.social-oauth.md,## Document,"-,6"
28,12,Codeprh.social-oauth.md,## \xe5??槽,-
29,1,comeriven.frontend-interview.md,#\xe5\x89?端工作\xe9?\xa2试问题,-
29,2,comeriven.frontend-interview.md,## <a name='toc'>目录</a>,-
29,3,comeriven.frontend-interview.md,#### <a name='general-questions'>常\xe8\xa7?问题：</a>,-
29,4,comeriven.frontend-interview.md,#### <a name='html-questions'>HTML 相关问题：</a>,-
29,5,comeriven.frontend-interview.md,#### <a name='css-questions'>CSS 相关问题：</a>,-
29,6,comeriven.frontend-interview.md,#### <a name='js-questions'>JS 相关问题：</a>,-
29,7,comeriven.frontend-interview.md,#### <a name='testing-questions'>测试相关问题：</a>,-
29,8,comeriven.frontend-interview.md,#### <a name='performance-questions'>效能相关问题：</a>,-
29,9,comeriven.frontend-interview.md,#### <a name='network-questions'>网络相关问题：</a>,-
29,10,comeriven.frontend-interview.md,#### <a name='coding-questions'>代\xe7\xa0?相关的问题：</a>,-
29,11,comeriven.frontend-interview.md,#### <a name='fun-questions'>趣味问题：</a>,-
29,12,comeriven.frontend-interview.md,#### <a name='react-questions'>React问题</a>,-
30,1,conversica-brandont.ansible-elasticsearch.md,# Ansible Playbook for Elasticsearch,"1,3"
30,2,conversica-brandont.ansible-elasticsearch.md,## Features,"1,5,6"
30,3,conversica-brandont.ansible-elasticsearch.md,## Testing locally with Vagrant,3
30,4,conversica-brandont.ansible-elasticsearch.md,## Running Standalone Playbook,3
30,5,conversica-brandont.ansible-elasticsearch.md,### Copy Example Files,3
30,6,conversica-brandont.ansible-elasticsearch.md,### Edit your my-inventory.ini,3
30,7,conversica-brandont.ansible-elasticsearch.md,### Edit your vars/my-vars.yml,3
30,8,conversica-brandont.ansible-elasticsearch.md,### Edit your my-playbook-main.yml,3
30,9,conversica-brandont.ansible-elasticsearch.md,### Launch,3
30,10,conversica-brandont.ansible-elasticsearch.md,## Enabling Added Features,1
30,11,conversica-brandont.ansible-elasticsearch.md,### Configuring EC2,3
30,12,conversica-brandont.ansible-elasticsearch.md,### Installing plugins,3
30,13,conversica-brandont.ansible-elasticsearch.md,### Installing Custom JARs,3
30,14,conversica-brandont.ansible-elasticsearch.md,### Configuring Thread Pools,3
30,15,conversica-brandont.ansible-elasticsearch.md,### Enabling Sematext SPM,3
30,16,conversica-brandont.ansible-elasticsearch.md,### Configuring Marvel,3
30,17,conversica-brandont.ansible-elasticsearch.md,## Disable Java installation,3
30,18,conversica-brandont.ansible-elasticsearch.md,## Include role in a larger playbook,-
30,19,conversica-brandont.ansible-elasticsearch.md,### Add this role as a git submodule,-
30,20,conversica-brandont.ansible-elasticsearch.md,### Include this playbook as a role in your master playbook,3
30,21,conversica-brandont.ansible-elasticsearch.md,"# Issues, requests, contributions",7
30,22,conversica-brandont.ansible-elasticsearch.md,# Dependencies,"-,3"
30,23,conversica-brandont.ansible-elasticsearch.md,# License,5
