file_id,section_id,local_readme_file,heading_markdown,section_code
9,3,920496044.ArduGuitar.md,## Now ready to move on to Ardu2 !,1
9,4,920496044.ArduGuitar.md,## ,-
10,1,aaksoopenshiftansiblemasterREADME....md,# AWS Setup Instructions,3
10,2,aaksoopenshiftansiblemasterREADME....md,## Get AWS API credentials,"1,3"
10,3,aaksoopenshiftansiblemasterREADME....md,## Create a credentials file,3
10,4,aaksoopenshiftansiblemasterREADME....md,## Subscribe to CentOS,
10,5,aaksoopenshiftansiblemasterREADME....md,## Set up Security Group,3
10,6,aaksoopenshiftansiblemasterREADME....md,## (Optional) Setup your $HOME/.ssh/config file,3
10,7,aaksoopenshiftansiblemasterREADME....md,## (Optional) Choose where the cluster will be launched,3
10,8,aaksoopenshiftansiblemasterREADME....md,## Install Dependencies,3
10,9,aaksoopenshiftansiblemasterREADME....md,## Test The Setup,3
10,10,aaksoopenshiftansiblemasterREADME....md,## Creating a cluster,1
10,11,aaksoopenshiftansiblemasterREADME....md,## Updating a cluster,"1,3"
10,12,aaksoopenshiftansiblemasterREADME....md,## Terminating a cluster,
10,13,aaksoopenshiftansiblemasterREADME....md,## Specifying a deployment type,3
10,14,aaksoopenshiftansiblemasterREADME....md,## Post-ansible steps,"3,6"
11,1,aammd.metacom.md,### *metacom*: an R package for the analysis of metacommunity structure,1
11,2,aammd.metacom.md,### Install,3
12,1,abell123456.IOING.md,#IOING. Frameworks introduction,1
12,2,abell123456.IOING.md,##Features,1
12,3,abell123456.IOING.md,#IOING. Frameworks 简介,-
12,4,abell123456.IOING.md,##特点,-
12,5,abell123456.IOING.md,##原理详解,-
12,6,abell123456.IOING.md,###打破传统开发模式,-
12,7,abell123456.IOING.md,###传统页面切换的弊端,-
12,8,abell123456.IOING.md,###关于重设viewport,-
12,9,abell123456.IOING.md,###关于滚动控件scrollView,-
12,10,abell123456.IOING.md,##快速入门,-
12,11,abell123456.IOING.md,###学习步骤,-
12,12,abell123456.IOING.md,###准备,-
12,13,abell123456.IOING.md,###创建模块目录,-
12,14,abell123456.IOING.md,###创建模块配置,"-,3"
12,15,abell123456.IOING.md,###创建模块HTML模版,"-,3"
12,16,abell123456.IOING.md,###创建模块CSS模版,-
12,17,abell123456.IOING.md,###注册默认模块,"-,3"
12,18,abell123456.IOING.md,###恭喜完成！,-
12,19,abell123456.IOING.md,##关于性能,-
12,20,abell123456.IOING.md,##关于发布,"-,1"
13,1,abhisheksprakash.ServiceStack.md,"### Simple, Fast, Versatile and full-featured Services Framework","1,5,6"
13,2,abhisheksprakash.ServiceStack.md,### [Generate Instant Typed APIs from within all Major IDEs!](https://github.com/ServiceStack/ServiceStack/wiki/Add-ServiceStack-Reference),3
13,3,abhisheksprakash.ServiceStack.md,#### [VS.NET integration with ServiceStackVS](https://visualstudiogallery.msdn.microsoft.com/5bd40817-0986-444d-a77d-482e43a48da7),"1,6"
13,4,abhisheksprakash.ServiceStack.md,#### [Xamarin Studio integration with ServiceStackXS](https://github.com/ServiceStack/ServiceStack/wiki/CSharp-Add-ServiceStack-Reference#xamarin-studio),"1,6"
13,5,abhisheksprakash.ServiceStack.md,#### [Xcode integration with ServiceStackXC Plugin](https://github.com/ServiceStack/ServiceStack/wiki/Swift-Add-ServiceStack-Reference),"-,1"
13,6,abhisheksprakash.ServiceStack.md,#### [Android Studio integration with ServiceStackIDEA](https://github.com/ServiceStack/ServiceStack/wiki/Java-Add-ServiceStack-Reference),1
13,7,abhisheksprakash.ServiceStack.md,#### [IntelliJ integration with ServiceStackIDEA](https://github.com/ServiceStack/ServiceStack/wiki/Java-Add-ServiceStack-Reference#install-servicestack-idea-from-the-plugin-repository),"1,6"
13,8,abhisheksprakash.ServiceStack.md,#### [Eclipse integration with ServiceStackEclipse](https://github.com/ServiceStack/ServiceStack.Java/tree/master/src/ServiceStackEclipse#eclipse-integration-with-servicestack),"3,6"
13,9,abhisheksprakash.ServiceStack.md,#### [ssutil.exe - Command line ServiceStack Reference tool](https://github.com/ServiceStack/ServiceStack/wiki/Add-ServiceStack-Reference#ssutilexe---command-line-servicestack-reference-tool),
13,10,abhisheksprakash.ServiceStack.md,## Simple Customer Database REST Services Example,3
13,11,abhisheksprakash.ServiceStack.md,### [Calling the above REST Service from any C#/.NET Client](https://github.com/ServiceStack/ServiceStack/wiki/C%23-client),3
13,12,abhisheksprakash.ServiceStack.md,### [Calling from Swift](https://github.com/ServiceStack/ServiceStack/wiki/Swift-Add-ServiceStack-Reference#jsonserviceclientswift),"-,3"
13,13,abhisheksprakash.ServiceStack.md,### [Calling from Java](https://github.com/ServiceStack/ServiceStack/wiki/Java-Add-ServiceStack-Reference#jsonserviceclient-usage),"-,3"
13,14,abhisheksprakash.ServiceStack.md,### [Calling from Kotlin](https://github.com/ServiceStack/ServiceStack/wiki/Kotlin-Add-ServiceStack-Reference#jsonserviceclient-usage),"-,3"
13,15,abhisheksprakash.ServiceStack.md,### [Calling from jQuery using TypeScript](https://github.com/ServiceStack/ServiceStack/wiki/TypeScript-Add-ServiceStack-Reference),"-,3"
13,16,abhisheksprakash.ServiceStack.md,### Calling from jQuery,"-,3"
13,17,abhisheksprakash.ServiceStack.md,### Calling the from [Dart JsonClient](https://github.com/mythz/DartJsonClient),3
13,18,abhisheksprakash.ServiceStack.md,## Getting Started,3
13,19,abhisheksprakash.ServiceStack.md,### [Release Notes](https://github.com/ServiceStack/ServiceStack/blob/master/release-notes.md),"-,1,6"
13,20,abhisheksprakash.ServiceStack.md,## Download,3
13,21,abhisheksprakash.ServiceStack.md,### [Install ServiceStack via NuGet](https://servicestack.net/download).,"1,6"
13,22,abhisheksprakash.ServiceStack.md,### [Docs and Downloads for older v3 BSD releases](https://github.com/ServiceStackV3/ServiceStackV3),"-,1,6"
13,23,abhisheksprakash.ServiceStack.md,### [Live Demos](https://github.com/ServiceStackApps/LiveDemos),"-,1,6"
13,24,abhisheksprakash.ServiceStack.md,## Copying,
13,25,abhisheksprakash.ServiceStack.md,## Contributing,7
13,26,abhisheksprakash.ServiceStack.md,## OSS Libraries used,"1,6"
13,27,abhisheksprakash.ServiceStack.md,## Similar open source projects,"1,6"
13,28,abhisheksprakash.ServiceStack.md,## Find out More,1
13,29,abhisheksprakash.ServiceStack.md,## ,-
13,30,abhisheksprakash.ServiceStack.md,## Core Team,6
13,31,abhisheksprakash.ServiceStack.md,## Contributors ,5
15,1,aboks.PHP_CodeSniffer.md,## About,1
15,2,aboks.PHP_CodeSniffer.md,## Requirements,3
15,3,aboks.PHP_CodeSniffer.md,## Installation,3
15,4,aboks.PHP_CodeSniffer.md,## Documentation,6
15,5,aboks.PHP_CodeSniffer.md,## Issues,6
15,6,aboks.PHP_CodeSniffer.md,## Contributing,7
16,1,adamjerickson.gitbook.md,## Getting started,"3,6"
16,2,adamjerickson.gitbook.md,## Usage examples,"3,6"
16,3,adamjerickson.gitbook.md,## Help and Support,"5,6"
16,4,adamjerickson.gitbook.md,## Features,1
16,5,adamjerickson.gitbook.md,## Publish your book,"3,6"
16,6,adamjerickson.gitbook.md,## Licensing,5
17,1,adepue.moto.md,# Moto - Mock Boto,-
17,2,adepue.moto.md,# In a nutshell,"1,3"
17,3,adepue.moto.md,### Another Example,3
17,4,adepue.moto.md,## Usage,3
17,5,adepue.moto.md,### Decorator,3
17,6,adepue.moto.md,### Context Manager,3
17,7,adepue.moto.md,### Raw use,3
17,8,adepue.moto.md,## Stand-alone Server Mode,3
17,9,adepue.moto.md,## Install,3
17,10,adepue.moto.md,## Thanks,5
18,1,adover.frontend.md,## We're hiring!,"5,6"
18,2,adover.frontend.md,# Frontend,1
18,3,adover.frontend.md,# Core Development Principles (lines in the sand),3
18,4,adover.frontend.md,## On the server,"3,6"
18,5,adover.frontend.md,# New developers quick-start,"3,6"
18,6,adover.frontend.md,## Local Test Server setup,3
18,7,adover.frontend.md,### Automatic,"3,6"
18,8,adover.frontend.md,### Manual,"-,3"
18,9,adover.frontend.md,#### Configuration files,"3,6"
18,10,adover.frontend.md,#### [Homebrew](http://brew.sh/),"-,3"
18,11,adover.frontend.md,#### A JDK,3
18,12,adover.frontend.md,#### [Node.js](https://github.com/joyent/node/wiki/Installing-Node.js-via-package-manager),"-,3"
18,13,adover.frontend.md,#### Grunt (build tool),"-,3"
18,14,adover.frontend.md,#### JSPM (package management),3
18,15,adover.frontend.md,#### Ruby >= v1.9.x (use `ruby -v` to check if you have it installed),3
18,16,adover.frontend.md,#### [bundler](http://gembundler.com/),"-,3"
18,17,adover.frontend.md,"#### Xcode (if on a Mac, one of the Node modules requires it)",3
18,18,adover.frontend.md,#### [libpng](http://libpng.org/pub/png/libpng.html),"-,3"
18,19,adover.frontend.md,#### The frontend code,3
18,20,adover.frontend.md,### Run the app,3
18,21,adover.frontend.md,##IDE setup,3
18,22,adover.frontend.md,###EditorConfig plugin,3
18,23,adover.frontend.md,###intelliJ metadata,3
18,24,adover.frontend.md,## Troubleshooting,"3,6"
18,25,adover.frontend.md,"###NPM ""EACCES""",3
18,26,adover.frontend.md,#### Global install permissions errors,3
18,27,adover.frontend.md,###phantomjs permissions errors (OSX),"-,6"
18,28,adover.frontend.md,"###File handles - ""Too many files open""",3
18,29,adover.frontend.md,####Linux,3
18,30,adover.frontend.md,####Mac,3
18,31,adover.frontend.md,"###""No route to host""",3
18,32,adover.frontend.md,## Optional steps,3
18,33,adover.frontend.md,###NVM,
18,34,adover.frontend.md,###Memcached,3
18,35,adover.frontend.md,###Nginx,6
18,36,adover.frontend.md,###Vagrant,3
18,37,adover.frontend.md,###Client-side development mode,3
18,38,adover.frontend.md,## Useful information and hints,6
18,39,adover.frontend.md,###Play console,
18,40,adover.frontend.md,###Endpoints,3
18,41,adover.frontend.md,###Deploying,1
18,42,adover.frontend.md,###Debugging,3
18,43,adover.frontend.md,## Additional Documentation,6
19,1,adtools.clib2.md,# clib2 – An ISO 'C' (1994) compliant runtime library for AmigaOS,-
19,2,adtools.clib2.md,## What is this?,1
19,3,adtools.clib2.md,## What does it do?,1
19,4,adtools.clib2.md,## What does it not do?,1
19,5,adtools.clib2.md,## Where does the source code come from?,1
19,6,adtools.clib2.md,## Limitations and caveats,1
19,7,adtools.clib2.md,"### Floating point math and functions (`scanf()`, `printf()`, etc.)","3,6"
19,8,adtools.clib2.md,### The thread-safe library,3
19,9,adtools.clib2.md,### Using gmon (PowerPC only),3
19,10,adtools.clib2.md,### Implementation defined behaviour,-
19,11,adtools.clib2.md,#### 'C' language,"-,3"
19,12,adtools.clib2.md,##### Environment,3
19,13,adtools.clib2.md,##### Characters,
19,14,adtools.clib2.md,##### Floating-point,
19,15,adtools.clib2.md,#### Library functions,1
19,16,adtools.clib2.md,##### `NULL`,
19,17,adtools.clib2.md,##### `assert()` diagnostic messages,3
19,18,adtools.clib2.md,## Label | Meaning,
19,19,adtools.clib2.md,##### Signal handling,"3,6"
19,20,adtools.clib2.md,##### Files,3
19,21,adtools.clib2.md,##### `printf()` family,3
19,22,adtools.clib2.md,##### `scanf()` family,
19,23,adtools.clib2.md,"##### `malloc()`, `realloc()` and `calloc()`",
19,24,adtools.clib2.md,##### `rename()`,3
19,25,adtools.clib2.md,##### `remove()`,3
19,26,adtools.clib2.md,##### `abort()`,3
19,27,adtools.clib2.md,##### `exit()` and `_Exit()`,3
19,28,adtools.clib2.md,##### `getenv()`,3
19,29,adtools.clib2.md,##### `system()`,3
19,30,adtools.clib2.md,##### Time,3
19,31,adtools.clib2.md,#### Locale specific behaviour,3
19,32,adtools.clib2.md,## Conventions and design issues,3
19,33,adtools.clib2.md,## The startup code,
19,34,adtools.clib2.md,## Documentation,6
19,35,adtools.clib2.md,## Legal status,"1,5"
19,36,adtools.clib2.md,# <pre>,-
19,37,adtools.clib2.md,# is preserved.,"-,3"
19,38,adtools.clib2.md,## Contacting the author,5
20,1,afeld.type-is.md,# type-is,"1,6"
20,2,afeld.type-is.md,### Install,3
20,3,afeld.type-is.md,## API,3
20,4,afeld.type-is.md,"### type = is(request, types)",3
20,5,afeld.type-is.md,#### Each type can be:,3
20,6,afeld.type-is.md,## Examples,"3,6"
20,7,afeld.type-is.md,#### Example body parser,3
20,8,afeld.type-is.md,## License,5
21,1,agiza.heartbeat.md,# heartbeat Cookbook,1
21,2,agiza.heartbeat.md,## Requirements,3
21,3,agiza.heartbeat.md,### Platforms,3
21,4,agiza.heartbeat.md,### Chef,3
21,5,agiza.heartbeat.md,### Cookbooks,3
21,6,agiza.heartbeat.md,## Attributes,3
21,7,agiza.heartbeat.md,## Resources/Providers,6
21,8,agiza.heartbeat.md,### heartbeat,3
21,9,agiza.heartbeat.md,#### Actions,3
21,10,agiza.heartbeat.md,#### Attributes,3
21,11,agiza.heartbeat.md,#### Examples,3
21,12,agiza.heartbeat.md,### heartbeat_ipaddr,3
21,13,agiza.heartbeat.md,### heartbeat_resource_group,3
21,14,agiza.heartbeat.md,## Recipes,1
21,15,agiza.heartbeat.md,### default,"1,3"
21,16,agiza.heartbeat.md,### config,3
21,17,agiza.heartbeat.md,## Usage,3
21,18,agiza.heartbeat.md,## License & Authors,5
22,1,agrede.SAMIS.md,# SAMIS,6
22,2,agrede.SAMIS.md,## Dependencies,
22,3,agrede.SAMIS.md,## Important Functions,3
22,4,agrede.SAMIS.md,## Material Constants,
23,1,Ahmad-me.osmbonuspack.md,# About OSMBonusPack,1
23,2,Ahmad-me.osmbonuspack.md,# Examples,3
23,3,Ahmad-me.osmbonuspack.md,## on the map | as a list view,-
23,4,Ahmad-me.osmbonuspack.md,"## Google Maps ""My Places""  | rendered with OSMBonusPack",3
23,5,Ahmad-me.osmbonuspack.md,# How to use it,6
23,6,Ahmad-me.osmbonuspack.md,# How to get help,6
23,7,Ahmad-me.osmbonuspack.md,# Licence,5
24,1,ahmedbodi.solarcoin.md,# SolarCoin integration/staging tree,5
24,2,ahmedbodi.solarcoin.md,## What is SolarCoin?,"1,4"
24,3,ahmedbodi.solarcoin.md,## License,5
24,4,ahmedbodi.solarcoin.md,## Development process,"4,7"
24,5,ahmedbodi.solarcoin.md,## Testing,"1,6,7"
24,6,ahmedbodi.solarcoin.md,### Automated Testing,3
25,1,ahmedkato.countly-server.md,#Countly [![Build Status](https://api.travis-ci.org/Countly/countly-server.png?branch=master)](https://travis-ci.org/Countly/countly-server) [![Install Countly on DigitalOcean](http://do.count.ly/button.svg?v2)](http://do.count.ly),
25,2,ahmedkato.countly-server.md,##What's Countly?,1
25,3,ahmedkato.countly-server.md,##Supported devices,"1,3"
25,4,ahmedkato.countly-server.md,##Installing & upgrading Countly server,3
25,5,ahmedkato.countly-server.md,##Dependencies,"1,3"
25,6,ahmedkato.countly-server.md,##API & Frontend,"3,6"
25,7,ahmedkato.countly-server.md,##How can I help you with your efforts?,"3,7"
25,8,ahmedkato.countly-server.md,##Links,"1,6"
26,1,ahojlax.angularjs.md,# Angular 2 Essential Training,
26,2,ahojlax.angularjs.md,## Course Description,1
26,3,ahojlax.angularjs.md,## Instructions,3
26,4,ahojlax.angularjs.md,## More Stuff,6
27,1,airdesigns1.mobile-samples.md,# Mobile Samples,3
27,2,airdesigns1.mobile-samples.md,## License,5
27,3,airdesigns1.mobile-samples.md,## Contributing,7
27,4,airdesigns1.mobile-samples.md,## Samples Contribution Guidelines,"5,7"
27,5,airdesigns1.mobile-samples.md,## Galleries,6
27,6,airdesigns1.mobile-samples.md,## Sample GitHub Repositories,6
27,7,airdesigns1.mobile-samples.md,## Sample Requirements,"3,6"
27,8,airdesigns1.mobile-samples.md,## GitHub Integration,"3,6"
30,1,ajaxzip3.ajaxzip3.github.io.md,#ajaxzip3,"-,1,6"
30,2,ajaxzip3.ajaxzip3.github.io.md,###最新のお知らせ,-
30,3,ajaxzip3.ajaxzip3.github.io.md,###Google Code版からGithub版への移行ガイド,-
30,4,ajaxzip3.ajaxzip3.github.io.md,##ajaxzip3とは,-
30,5,ajaxzip3.ajaxzip3.github.io.md,###オリジナルからの変更点,"-,1"
30,6,ajaxzip3.ajaxzip3.github.io.md,###利用方法（設定例）,"-,4"
30,7,ajaxzip3.ajaxzip3.github.io.md,###注）ajaxzip2を利用していた方へ,-
30,8,ajaxzip3.ajaxzip3.github.io.md,###メディア掲載,-
31,1,ajcrowe.pubsubbeat.md,# Pubsubbeat,"3,6"
31,2,ajcrowe.pubsubbeat.md,## Getting Started with Pubsubbeat,3
31,3,ajcrowe.pubsubbeat.md,### Requirements,3
31,4,ajcrowe.pubsubbeat.md,### Init Project,3
31,5,ajcrowe.pubsubbeat.md,### Build,3
31,6,ajcrowe.pubsubbeat.md,### Run,3
31,7,ajcrowe.pubsubbeat.md,### Test,3
31,8,ajcrowe.pubsubbeat.md,### Update,3
31,9,ajcrowe.pubsubbeat.md,### Cleanup,3
31,10,ajcrowe.pubsubbeat.md,### Clone,3
31,11,ajcrowe.pubsubbeat.md,## Packaging,3
32,1,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,#[Bayesian Methods for Hackers](http://camdavidsonpilon.github.io/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/),"1,6"
32,2,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,#### *Using Python and PyMC*,1
32,3,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Printed Version by Addison-Wesley,6
32,4,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Contents,1
32,5,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Using the book,"1,3"
32,6,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Installation and configuration,3
32,7,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Development,
32,8,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,### How to contribute,7
32,9,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,####What to contribute?,7
32,10,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,####Commiting,
32,11,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Reviews,"1,6"
32,12,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Contributions and Thanks,5
32,13,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,## Authors | | | |,5
32,14,ajiangcn.Probabilistic-Programming-and-Bayesian-Methods-for-Hackers.md,####Contact,5
33,1,ajita.jnode.md,# jnode,"1,3"
33,2,ajita.jnode.md,# How to get jnode,"-,3"
33,3,ajita.jnode.md,# How to run jnode,"-,3"
33,4,ajita.jnode.md,# how to configure jnode,3
33,5,ajita.jnode.md,# How to make an handler,3
33,6,ajita.jnode.md,# How to make japi know which content type is expected,3
33,7,ajita.jnode.md,# Query String,-
33,8,ajita.jnode.md,# Accept header,3
34,1,akerekes.redis-collectd-plugin.md,# redis-collectd-plugin,"1,3"
34,2,akerekes.redis-collectd-plugin.md,## Install,3
34,3,akerekes.redis-collectd-plugin.md,## Configuration,3
34,4,akerekes.redis-collectd-plugin.md,### Multiple Redis instances,3
34,5,akerekes.redis-collectd-plugin.md,## Graph examples,3
34,6,akerekes.redis-collectd-plugin.md,## Requirements,3
35,1,AKMCC-hub.codeigniter-oauth2-server.md,# CodeIgniter OAuth2 Server,1
35,2,AKMCC-hub.codeigniter-oauth2-server.md,## ,-
35,3,AKMCC-hub.codeigniter-oauth2-server.md,# Installation,3
35,4,AKMCC-hub.codeigniter-oauth2-server.md,## ,-
35,5,AKMCC-hub.codeigniter-oauth2-server.md,# Usage,3
35,6,AKMCC-hub.codeigniter-oauth2-server.md,## ,-
35,7,AKMCC-hub.codeigniter-oauth2-server.md,# Features,1
35,8,AKMCC-hub.codeigniter-oauth2-server.md,## ,-
35,9,AKMCC-hub.codeigniter-oauth2-server.md,# License,5
35,10,AKMCC-hub.codeigniter-oauth2-server.md,## ,-
36,1,akorneevscalaloggingmasterREADME.md.md,# Scala Logging #,3
36,2,akorneevscalaloggingmasterREADME.md.md,## Prerequisites ##,
